Region/Country/Area,,Year,Series,Value,Footnotes,Source,
208,Denmark,1985,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.8,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
208,Denmark,1995,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.96,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
208,Denmark,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.81,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
208,Denmark,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.91,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
208,Denmark,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.85,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
233,Estonia,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),10,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
233,Estonia,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),19,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
233,Estonia,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),34,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
233,Estonia,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),49,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
233,Estonia,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),48,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
233,Estonia,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),49,Estimate.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
233,Estonia,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.08,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
233,Estonia,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
