Region/Country/Area,,Year,Series,Value,Footnotes,Source,,
419,Latin America & the Caribbean,2020,International migrant stock: Both sexes (% total population),2.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
419,Latin America & the Caribbean,2020,International migrant stock: Male (% total Population),2.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
419,Latin America & the Caribbean,2020,International migrant stock: Female (% total Population),2.2,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2005,International migrant stock: Both sexes (number),1275731,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2005,International migrant stock: Both sexes (% total population),3.2,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2005,International migrant stock: Male (% total Population),3.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2005,International migrant stock: Female (% total Population),3.1,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2010,International migrant stock: Both sexes (number),1338893,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2010,International migrant stock: Both sexes (% total population),3.2,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2010,International migrant stock: Male (% total Population),3.4,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2010,International migrant stock: Female (% total Population),3.1,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2015,International migrant stock: Both sexes (number),1501081,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2015,International migrant stock: Both sexes (% total population),3.5,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2015,International migrant stock: Male (% total Population),3.8,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2015,International migrant stock: Female (% total Population),3.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2020,International migrant stock: Both sexes (number),1605148,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2020,International migrant stock: Both sexes (% total population),3.7,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2020,International migrant stock: Male (% total Population),4,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
29,Caribbean,2020,International migrant stock: Female (% total Population),3.4,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
420,Latin America,2020,Total refugees and people in refugee-like situations (number),283211,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
420,Latin America,2020,"Asylum seekers, including pending cases (number)",972780,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
420,Latin America,2020,Other of concern to UNHCR (number),12526860,Including Venezuelans displaced abroad.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
420,Latin America,2020,Total population of concern to UNHCR (number),13782851,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
13,Central America,2005,International migrant stock: Both sexes (number),1378041,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
13,Central America,2005,International migrant stock: Both sexes (% total population),0.9,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
13,Central America,2005,International migrant stock: Male (% total Population),1,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
13,Central America,2005,International migrant stock: Female (% total Population),0.9,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
13,Central America,2010,International migrant stock: Both sexes (number),1751028,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
13,Central America,2010,International migrant stock: Both sexes (% total population),1.1,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
13,Central America,2010,International migrant stock: Male (% total Population),1.1,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
