Region/Country/Area,,Year,Series,Value,Footnotes,Source,,
52,Barbados,2017,Current health expenditure (% of GDP),6.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
52,Barbados,2018,Current health expenditure (% of GDP),6.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
52,Barbados,2000,Domestic general government health expenditure (% of total government expenditure),12.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
52,Barbados,2005,Domestic general government health expenditure (% of total government expenditure),11.8,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
52,Barbados,2010,Domestic general government health expenditure (% of total government expenditure),10.4,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
52,Barbados,2016,Domestic general government health expenditure (% of total government expenditure),9.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
52,Barbados,2017,Domestic general government health expenditure (% of total government expenditure),9.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
52,Barbados,2018,Domestic general government health expenditure (% of total government expenditure),9.9,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
112,Belarus,2000,Current health expenditure (% of GDP),5.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
112,Belarus,2005,Current health expenditure (% of GDP),6.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
112,Belarus,2010,Current health expenditure (% of GDP),5.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
112,Belarus,2016,Current health expenditure (% of GDP),5.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
112,Belarus,2017,Current health expenditure (% of GDP),5.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
112,Belarus,2018,Current health expenditure (% of GDP),5.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
112,Belarus,2000,Domestic general government health expenditure (% of total government expenditure),12.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
112,Belarus,2005,Domestic general government health expenditure (% of total government expenditure),10.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
112,Belarus,2010,Domestic general government health expenditure (% of total government expenditure),8.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
112,Belarus,2016,Domestic general government health expenditure (% of total government expenditure),10.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
112,Belarus,2017,Domestic general government health expenditure (% of total government expenditure),10.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
112,Belarus,2018,Domestic general government health expenditure (% of total government expenditure),10.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
56,Belgium,2000,Current health expenditure (% of GDP),8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
56,Belgium,2005,Current health expenditure (% of GDP),9.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
56,Belgium,2010,Current health expenditure (% of GDP),10.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
56,Belgium,2016,Current health expenditure (% of GDP),10.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
56,Belgium,2017,Current health expenditure (% of GDP),10.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
56,Belgium,2018,Current health expenditure (% of GDP),10.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
56,Belgium,2000,Domestic general government health expenditure (% of total government expenditure),12.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
56,Belgium,2005,Domestic general government health expenditure (% of total government expenditure),13.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
56,Belgium,2010,Domestic general government health expenditure (% of total government expenditure),14.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
56,Belgium,2016,Domestic general government health expenditure (% of total government expenditure),14.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
56,Belgium,2017,Domestic general government health expenditure (% of total government expenditure),15.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
56,Belgium,2018,Domestic general government health expenditure (% of total government expenditure),15,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
84,Belize,2000,Current health expenditure (% of GDP),3.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
84,Belize,2005,Current health expenditure (% of GDP),4.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
84,Belize,2010,Current health expenditure (% of GDP),5.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
84,Belize,2016,Current health expenditure (% of GDP),6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
84,Belize,2017,Current health expenditure (% of GDP),5.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
84,Belize,2018,Current health expenditure (% of GDP),5.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
84,Belize,2000,Domestic general government health expenditure (% of total government expenditure),5.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
84,Belize,2005,Domestic general government health expenditure (% of total government expenditure),8.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
84,Belize,2010,Domestic general government health expenditure (% of total government expenditure),12.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
84,Belize,2016,Domestic general government health expenditure (% of total government expenditure),12,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
84,Belize,2017,Domestic general government health expenditure (% of total government expenditure),11.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
84,Belize,2018,Domestic general government health expenditure (% of total government expenditure),12.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
204,Benin,2000,Current health expenditure (% of GDP),3.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
204,Benin,2005,Current health expenditure (% of GDP),2.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
